,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM
319,15.881,20.15,50.08,26.87,17.1,50.69,25.65,18.32,41.52,40.92,29.31,53.13,47.02,33.58,10.99,39.09,20.76,25.03,15.881,41.52,15.881,20.15,50.08,26.87,17.1,50.69,25.65,18.32,41.52,40.92,29.31,53.13,47.02,33.58,10.99,39.09,20.76,25.03,15.881,41.52
320,15.881,20.76,50.08,26.87,16.49,50.69,24.43,17.1,41.52,40.31,29.31,52.52,47.02,33.58,10.38,39.09,21.37,25.64,15.881,41.52,15.881,20.76,50.08,26.87,16.49,50.69,24.43,17.1,41.52,40.31,29.31,52.52,47.02,33.58,10.38,39.09,21.37,25.64,15.881,41.52
321,16.491,20.76,50.08,25.64,16.49,50.08,23.81,16.49,42.13,40.31,29.31,51.3,47.02,33.58,9.77,37.86,20.15,25.64,16.491,42.13,16.491,20.76,50.08,25.64,16.49,50.08,23.81,16.49,42.13,40.31,29.31,51.3,47.02,33.58,9.77,37.86,20.15,25.64,16.491,42.13
322,16.491,20.15,50.69,25.64,16.49,50.08,22.59,15.27,41.52,40.31,28.7,50.69,48.24,34.19,9.77,36.64,20.15,25.64,16.491,41.52,16.491,20.15,50.69,25.64,16.49,50.08,22.59,15.27,41.52,40.31,28.7,50.69,48.24,34.19,9.77,36.64,20.15,25.64,16.491,41.52
323,17.101,20.15,50.69,25.03,16.49,50.08,20.76,14.66,41.52,40.31,28.7,48.85,48.24,32.97,9.77,36.64,20.15,26.25,17.101,41.52,17.101,20.15,50.69,25.03,16.49,50.08,20.76,14.66,41.52,40.31,28.7,48.85,48.24,32.97,9.77,36.64,20.15,26.25,17.101,41.52
324,17.101,20.76,50.08,24.42,17.1,49.47,20.15,14.04,40.91,39.7,28.7,47.63,49.47,32.97,9.77,36.03,20.15,25.64,17.101,40.91,17.101,20.76,50.08,24.42,17.1,49.47,20.15,14.04,40.91,39.7,28.7,47.63,49.47,32.97,9.77,36.03,20.15,25.64,17.101,40.91
325,16.491,20.15,50.69,25.03,17.1,49.47,19.54,13.43,41.52,40.31,28.7,47.02,49.47,33.58,9.16,36.03,20.15,26.86,16.491,41.52,16.491,20.15,50.69,25.03,17.1,49.47,19.54,13.43,41.52,40.31,28.7,47.02,49.47,33.58,9.16,36.03,20.15,26.86,16.491,41.52
326,17.711,20.76,50.69,23.81,17.1,48.85,18.93,13.43,40.91,40.31,28.09,45.8,48.85,32.97,8.55,36.03,19.54,28.09,17.711,40.91,17.711,20.76,50.69,23.81,17.1,48.85,18.93,13.43,40.91,40.31,28.09,45.8,48.85,32.97,8.55,36.03,19.54,28.09,17.711,40.91
327,17.711,20.15,50.69,24.42,17.1,49.47,17.71,13.43,40.91,40.92,28.09,44.58,49.47,32.97,9.16,34.81,20.15,28.09,17.711,40.91,17.711,20.15,50.69,24.42,17.1,49.47,17.71,13.43,40.91,40.92,28.09,44.58,49.47,32.97,9.16,34.81,20.15,28.09,17.711,40.91
328,18.321,20.15,50.69,23.81,17.1,48.85,16.49,12.21,40.91,40.92,28.09,43.36,48.85,32.97,9.16,35.42,20.15,27.47,18.321,40.91,18.321,20.15,50.69,23.81,17.1,48.85,16.49,12.21,40.91,40.92,28.09,43.36,48.85,32.97,9.16,35.42,20.15,27.47,18.321,40.91
329,17.711,20.76,50.69,23.81,17.71,48.85,16.49,12.21,41.52,40.92,27.48,42.75,47.63,32.36,9.16,35.42,19.54,26.86,17.711,41.52,17.711,20.76,50.69,23.81,17.71,48.85,16.49,12.21,41.52,40.92,27.48,42.75,47.63,32.36,9.16,35.42,19.54,26.86,17.711,41.52
330,17.711,21.37,51.3,23.2,17.71,48.85,15.88,11.6,41.52,40.92,27.48,41.53,48.24,32.36,9.77,34.2,20.15,27.47,17.711,41.52,17.711,21.37,51.3,23.2,17.71,48.85,15.88,11.6,41.52,40.92,27.48,41.53,48.24,32.36,9.77,34.2,20.15,27.47,17.711,41.52
331,18.931,21.37,50.69,23.81,17.71,49.47,15.27,12.21,41.52,40.92,27.48,40.31,47.63,32.36,9.16,34.2,20.15,26.86,18.931,41.52,18.931,21.37,50.69,23.81,17.71,49.47,15.27,12.21,41.52,40.92,27.48,40.31,47.63,32.36,9.16,34.2,20.15,26.86,18.931,41.52
332,18.931,21.98,51.91,23.2,18.32,48.85,15.27,10.99,42.13,40.92,27.48,40.31,47.63,32.36,9.77,33.59,19.54,26.86,18.931,42.13,18.931,21.98,51.91,23.2,18.32,48.85,15.27,10.99,42.13,40.92,27.48,40.31,47.63,32.36,9.77,33.59,19.54,26.86,18.931,42.13
333,18.931,21.37,51.3,23.81,18.32,48.24,14.65,11.6,42.13,40.31,27.48,39.7,47.02,32.36,9.77,33.59,18.93,26.86,18.931,42.13,18.931,21.37,51.3,23.81,18.32,48.24,14.65,11.6,42.13,40.31,27.48,39.7,47.02,32.36,9.77,33.59,18.93,26.86,18.931,42.13
334,18.931,21.37,51.3,23.2,18.32,48.24,14.04,10.99,41.52,40.92,27.48,38.47,47.63,32.36,10.38,32.98,19.54,26.86,18.931,41.52,18.931,21.37,51.3,23.2,18.32,48.24,14.04,10.99,41.52,40.92,27.48,38.47,47.63,32.36,10.38,32.98,19.54,26.86,18.931,41.52
335,19.541,21.37,51.91,23.2,18.32,48.85,14.04,10.99,42.13,40.92,27.48,37.86,47.63,32.36,9.77,32.98,18.93,26.86,19.541,42.13,19.541,21.37,51.91,23.2,18.32,48.85,14.04,10.99,42.13,40.92,27.48,37.86,47.63,32.36,9.77,32.98,18.93,26.86,19.541,42.13
336,19.541,21.98,51.91,22.59,18.93,48.85,13.43,11.6,42.74,40.92,27.48,37.25,47.02,32.36,10.99,32.98,18.93,26.86,19.541,42.74,19.541,21.98,51.91,22.59,18.93,48.85,13.43,11.6,42.74,40.92,27.48,37.25,47.02,32.36,10.99,32.98,18.93,26.86,19.541,42.74
337,19.541,21.98,51.91,22.59,18.32,49.47,13.43,11.6,42.74,40.92,26.87,36.031,47.63,32.36,10.99,32.98,18.32,26.86,19.541,42.74,19.541,21.98,51.91,22.59,18.32,49.47,13.43,11.6,42.74,40.92,26.87,36.031,47.63,32.36,10.99,32.98,18.32,26.86,19.541,42.74
338,19.541,22.59,51.91,22.59,18.93,48.85,13.43,11.6,42.74,40.92,27.48,36.031,47.63,32.36,11.61,32.98,18.32,26.86,19.541,42.74,19.541,22.59,51.91,22.59,18.93,48.85,13.43,11.6,42.74,40.92,27.48,36.031,47.63,32.36,11.61,32.98,18.32,26.86,19.541,42.74
339,20.761,21.98,51.91,21.98,19.54,48.85,13.43,11.6,43.35,40.92,27.48,35.421,47.02,31.75,11.61,32.98,18.32,26.25,20.761,43.35,20.761,21.98,51.91,21.98,19.54,48.85,13.43,11.6,43.35,40.92,27.48,35.421,47.02,31.75,11.61,32.98,18.32,26.25,20.761,43.35
340,20.151,22.59,52.52,22.59,19.54,48.85,13.43,12.21,42.74,40.92,27.48,34.81,47.02,32.36,12.22,33.59,18.93,26.86,20.151,42.74,20.151,22.59,52.52,22.59,19.54,48.85,13.43,12.21,42.74,40.92,27.48,34.81,47.02,32.36,12.22,33.59,18.93,26.86,20.151,42.74
341,20.151,22.59,52.52,22.59,19.54,49.47,12.82,12.82,43.35,40.92,27.48,34.199,47.02,31.75,12.22,33.59,18.93,27.47,20.151,43.35,20.151,22.59,52.52,22.59,19.54,49.47,12.82,12.82,43.35,40.92,27.48,34.199,47.02,31.75,12.22,33.59,18.93,27.47,20.151,43.35
342,20.761,22.59,52.52,22.59,20.15,49.47,12.82,12.82,43.35,40.92,27.48,34.199,47.02,32.36,12.22,32.98,18.93,27.47,20.761,43.35,20.761,22.59,52.52,22.59,20.15,49.47,12.82,12.82,43.35,40.92,27.48,34.199,47.02,32.36,12.22,32.98,18.93,27.47,20.761,43.35
343,20.761,22.59,52.52,22.59,20.15,49.47,12.21,13.43,43.96,41.53,27.48,33.589,47.63,31.75,12.83,33.59,18.32,27.47,20.761,43.96,20.761,22.59,52.52,22.59,20.15,49.47,12.21,13.43,43.96,41.53,27.48,33.589,47.63,31.75,12.83,33.59,18.32,27.47,20.761,43.96
344,21.371,22.59,53.13,21.98,20.76,50.08,12.21,14.04,43.96,41.53,27.48,32.978,48.24,31.75,13.44,33.59,18.93,27.47,21.371,43.96,21.371,22.59,53.13,21.98,20.76,50.08,12.21,14.04,43.96,41.53,27.48,32.978,48.24,31.75,13.44,33.59,18.93,27.47,21.371,43.96
345,20.761,22.59,53.13,21.98,21.37,49.47,12.82,14.66,43.96,41.53,28.09,32.37,48.24,32.36,14.05,34.2,18.93,27.47,20.761,43.96,20.761,22.59,53.13,21.98,21.37,49.47,12.82,14.66,43.96,41.53,28.09,32.37,48.24,32.36,14.05,34.2,18.93,27.47,20.761,43.96
346,21.371,23.2,52.52,21.98,21.37,49.47,13.43,15.27,44.57,41.53,27.48,32.37,48.24,32.36,14.66,34.81,18.93,27.47,21.371,44.57,21.371,23.2,52.52,21.98,21.37,49.47,13.43,15.27,44.57,41.53,27.48,32.37,48.24,32.36,14.66,34.81,18.93,27.47,21.371,44.57
347,21.371,23.2,53.74,21.98,21.37,50.08,13.43,16.49,44.57,41.53,27.48,31.76,47.63,31.75,15.27,34.81,18.93,27.47,21.371,44.57,21.371,23.2,53.74,21.98,21.37,50.08,13.43,16.49,44.57,41.53,27.48,31.76,47.63,31.75,15.27,34.81,18.93,27.47,21.371,44.57
348,20.761,23.2,53.74,21.98,21.37,50.08,14.04,16.49,45.18,42.14,28.09,31.15,47.63,32.36,15.88,34.81,19.54,27.47,20.761,45.18,20.761,23.2,53.74,21.98,21.37,50.08,14.04,16.49,45.18,42.14,28.09,31.15,47.63,32.36,15.88,34.81,19.54,27.47,20.761,45.18
349,21.981,23.2,53.74,21.98,21.37,50.08,14.65,17.1,45.18,42.14,28.09,31.15,47.02,32.36,15.88,35.42,19.54,27.47,21.981,45.18,21.981,23.2,53.74,21.98,21.37,50.08,14.65,17.1,45.18,42.14,28.09,31.15,47.02,32.36,15.88,35.42,19.54,27.47,21.981,45.18
350,21.981,23.2,53.74,21.98,22.6,49.47,14.65,18.32,45.18,41.53,28.09,31.15,47.02,32.36,16.49,35.42,19.54,28.09,21.981,45.18,21.981,23.2,53.74,21.98,22.6,49.47,14.65,18.32,45.18,41.53,28.09,31.15,47.02,32.36,16.49,35.42,19.54,28.09,21.981,45.18
351,21.981,23.2,53.74,21.37,22.6,50.69,15.27,18.32,45.18,42.14,27.48,31.15,47.02,32.36,16.49,35.42,20.15,27.47,21.981,45.18,21.981,23.2,53.74,21.37,22.6,50.69,15.27,18.32,45.18,42.14,27.48,31.15,47.02,32.36,16.49,35.42,20.15,27.47,21.981,45.18
352,21.981,23.81,53.74,21.37,22.6,50.69,15.88,18.32,45.79,42.14,28.09,30.54,47.02,32.36,17.1,35.42,18.93,28.09,21.981,45.79,21.981,23.81,53.74,21.37,22.6,50.69,15.88,18.32,45.79,42.14,28.09,30.54,47.02,32.36,17.1,35.42,18.93,28.09,21.981,45.79
353,22.591,23.81,54.35,21.98,23.82,50.08,16.49,18.93,47.02,42.14,27.48,30.54,47.02,33.58,17.1,36.03,19.54,28.09,22.591,47.02,22.591,23.81,54.35,21.98,23.82,50.08,16.49,18.93,47.02,42.14,27.48,30.54,47.02,33.58,17.1,36.03,19.54,28.09,22.591,47.02
354,21.981,23.81,54.35,21.37,23.82,50.69,16.49,18.93,47.02,42.14,27.48,30.54,47.63,32.97,17.71,36.03,19.54,28.09,21.981,47.02,21.981,23.81,54.35,21.37,23.82,50.69,16.49,18.93,47.02,42.14,27.48,30.54,47.63,32.97,17.71,36.03,19.54,28.09,21.981,47.02
355,21.981,24.42,53.74,21.98,23.82,50.69,17.71,20.15,47.63,42.14,27.48,30.54,47.63,32.97,18.32,36.64,19.54,28.7,21.981,47.63,21.981,24.42,53.74,21.98,23.82,50.69,17.71,20.15,47.63,42.14,27.48,30.54,47.63,32.97,18.32,36.64,19.54,28.7,21.981,47.63
356,22.591,24.42,54.35,21.37,24.43,50.08,18.32,20.76,47.02,42.14,28.09,30.54,47.63,32.97,18.93,36.03,20.15,28.09,22.591,47.02,22.591,24.42,54.35,21.37,24.43,50.08,18.32,20.76,47.02,42.14,28.09,30.54,47.63,32.97,18.93,36.03,20.15,28.09,22.591,47.02
357,22.591,24.42,54.35,20.76,24.43,50.08,18.93,20.76,47.02,42.14,28.09,30.54,47.02,32.97,18.93,36.64,19.54,28.7,22.591,47.02,22.591,24.42,54.35,20.76,24.43,50.08,18.93,20.76,47.02,42.14,28.09,30.54,47.02,32.97,18.93,36.64,19.54,28.7,22.591,47.02
358,22.591,23.81,54.35,21.37,25.04,50.69,19.54,21.37,47.63,42.14,28.09,31.15,47.63,32.97,19.54,37.86,19.54,28.7,22.591,47.63,22.591,23.81,54.35,21.37,25.04,50.69,19.54,21.37,47.63,42.14,28.09,31.15,47.63,32.97,19.54,37.86,19.54,28.7,22.591,47.63
359,22.591,24.42,54.35,21.37,25.65,50.69,20.15,22.59,48.24,42.75,28.7,31.15,47.63,32.97,19.54,37.86,20.15,28.7,22.591,48.24,22.591,24.42,54.35,21.37,25.65,50.69,20.15,22.59,48.24,42.75,28.7,31.15,47.63,32.97,19.54,37.86,20.15,28.7,22.591,48.24
360,22.591,24.42,54.96,21.37,25.04,50.69,20.76,22.59,48.85,42.14,28.09,31.76,47.63,33.58,19.54,37.86,20.15,28.7,22.591,48.85,22.591,24.42,54.96,21.37,25.04,50.69,20.76,22.59,48.85,42.14,28.09,31.76,47.63,33.58,19.54,37.86,20.15,28.7,22.591,48.85
361,22.591,24.42,54.96,21.37,26.26,50.69,21.37,23.2,48.85,42.14,28.7,31.76,48.24,33.58,20.76,39.09,20.15,29.31,22.591,48.85,22.591,24.42,54.96,21.37,26.26,50.69,21.37,23.2,48.85,42.14,28.7,31.76,48.24,33.58,20.76,39.09,20.15,29.31,22.591,48.85
362,22.591,24.42,54.96,21.37,26.26,50.69,21.98,24.43,48.85,42.14,28.09,31.15,48.24,33.58,20.15,39.09,20.76,29.31,22.591,48.85,22.591,24.42,54.96,21.37,26.26,50.69,21.98,24.43,48.85,42.14,28.09,31.15,48.24,33.58,20.15,39.09,20.76,29.31,22.591,48.85
363,21.981,23.81,54.96,20.76,26.26,50.69,22.59,25.04,48.85,42.14,28.7,31.15,48.24,32.97,20.76,39.09,20.15,29.31,21.981,48.85,21.981,23.81,54.96,20.76,26.26,50.69,22.59,25.04,48.85,42.14,28.7,31.15,48.24,32.97,20.76,39.09,20.15,29.31,21.981,48.85
364,22.591,24.42,54.96,21.37,26.87,50.69,23.81,25.65,48.85,42.14,28.09,31.15,48.85,32.97,21.38,39.09,20.15,28.7,22.591,48.85,22.591,24.42,54.96,21.37,26.87,50.69,23.81,25.65,48.85,42.14,28.09,31.15,48.85,32.97,21.38,39.09,20.15,28.7,22.591,48.85
365,22.591,25.03,55.57,21.37,27.48,50.69,23.81,25.65,49.46,42.14,28.7,31.15,48.85,33.58,21.99,39.7,20.76,29.31,22.591,49.46,22.591,25.03,55.57,21.37,27.48,50.69,23.81,25.65,49.46,42.14,28.7,31.15,48.85,33.58,21.99,39.7,20.76,29.31,22.591,49.46
366,21.981,24.42,54.96,21.37,27.48,50.69,25.04,26.87,49.46,42.14,28.7,31.15,48.24,34.19,21.38,39.7,20.76,28.7,21.981,49.46,21.981,24.42,54.96,21.37,27.48,50.69,25.04,26.87,49.46,42.14,28.7,31.15,48.24,34.19,21.38,39.7,20.76,28.7,21.981,49.46
367,23.201,24.42,55.57,20.76,27.48,50.69,25.04,26.87,49.46,42.75,28.7,31.76,48.24,34.19,21.99,39.09,20.15,29.31,23.201,49.46,23.201,24.42,55.57,20.76,27.48,50.69,25.04,26.87,49.46,42.75,28.7,31.76,48.24,34.19,21.99,39.09,20.15,29.31,23.201,49.46
368,22.591,25.03,54.96,21.37,28.09,50.69,26.26,28.09,49.46,42.14,28.7,31.76,49.47,34.19,21.99,39.7,20.15,29.31,22.591,49.46,22.591,25.03,54.96,21.37,28.09,50.69,26.26,28.09,49.46,42.14,28.7,31.76,49.47,34.19,21.99,39.7,20.15,29.31,22.591,49.46
369,22.591,25.03,55.57,21.37,28.7,50.08,27.48,28.09,49.46,42.75,28.09,31.76,48.85,34.19,21.99,40.31,20.15,28.7,22.591,49.46,22.591,25.03,55.57,21.37,28.7,50.08,27.48,28.09,49.46,42.75,28.09,31.76,48.85,34.19,21.99,40.31,20.15,28.7,22.591,49.46
370,22.591,24.42,55.57,21.37,28.7,50.69,28.09,28.09,50.07,42.14,28.7,31.15,49.47,34.8,22.6,40.31,20.76,29.31,22.591,50.07,22.591,24.42,55.57,21.37,28.7,50.69,28.09,28.09,50.07,42.14,28.7,31.15,49.47,34.8,22.6,40.31,20.76,29.31,22.591,50.07
371,22.591,24.42,55.57,21.37,29.31,50.08,28.7,29.31,50.07,42.75,28.09,31.76,48.85,34.19,22.6,40.31,20.15,28.7,22.591,50.07,22.591,24.42,55.57,21.37,29.31,50.08,28.7,29.31,50.07,42.75,28.09,31.76,48.85,34.19,22.6,40.31,20.15,28.7,22.591,50.07
372,21.981,24.42,55.57,21.37,29.31,50.69,29.31,29.92,50.07,42.75,28.7,31.76,49.47,34.19,23.21,41.53,20.15,29.31,21.981,50.07,21.981,24.42,55.57,21.37,29.31,50.69,29.31,29.92,50.07,42.75,28.7,31.76,49.47,34.19,23.21,41.53,20.15,29.31,21.981,50.07
373,22.591,25.03,56.18,21.98,29.31,50.08,29.92,30.53,50.68,42.75,28.7,32.37,49.47,34.19,23.82,41.53,20.76,28.7,22.591,50.68,22.591,25.03,56.18,21.98,29.31,50.08,29.92,30.53,50.68,42.75,28.7,32.37,49.47,34.19,23.82,41.53,20.76,28.7,22.591,50.68
374,21.981,23.81,56.79,21.37,29.92,50.08,30.53,30.53,50.07,43.36,28.7,31.76,72.67,34.19,23.82,41.53,20.76,28.7,21.981,50.07,21.981,23.81,56.79,21.37,29.92,50.08,30.53,30.53,50.07,43.36,28.7,31.76,72.67,34.19,23.82,41.53,20.76,28.7,21.981,50.07
375,22.591,24.42,56.18,21.98,29.92,50.69,31.75,31.14,51.29,42.75,28.7,32.37,71.45,33.58,23.21,41.53,20.76,28.7,22.591,51.29,22.591,24.42,56.18,21.98,29.92,50.69,31.75,31.14,51.29,42.75,28.7,32.37,71.45,33.58,23.21,41.53,20.76,28.7,22.591,51.29
376,22.591,25.03,56.18,21.98,30.53,50.08,31.75,31.75,51.29,42.75,28.09,32.37,71.45,33.58,23.82,41.53,20.76,28.7,22.591,51.29,22.591,25.03,56.18,21.98,30.53,50.08,31.75,31.75,51.29,42.75,28.09,32.37,71.45,33.58,23.82,41.53,20.76,28.7,22.591,51.29
377,21.981,24.42,56.18,21.37,30.53,49.47,32.97,32.36,50.68,42.75,28.09,32.978,70.84,33.58,23.82,42.75,21.37,28.7,21.981,50.68,21.981,24.42,56.18,21.37,30.53,49.47,32.97,32.36,50.68,42.75,28.09,32.978,70.84,33.58,23.82,42.75,21.37,28.7,21.981,50.68
378,21.981,23.81,56.18,21.98,31.14,50.08,32.97,32.36,51.29,42.75,28.7,32.37,70.84,32.97,23.82,42.75,21.37,28.7,21.981,51.29,21.981,23.81,56.18,21.98,31.14,50.08,32.97,32.36,51.29,42.75,28.7,32.37,70.84,32.97,23.82,42.75,21.37,28.7,21.981,51.29
379,21.981,24.42,56.18,21.98,31.76,49.47,33.58,32.98,51.29,43.36,28.7,32.978,70.23,33.58,24.43,42.75,21.37,28.7,21.981,51.29,21.981,24.42,56.18,21.98,31.76,49.47,33.58,32.98,51.29,43.36,28.7,32.978,70.23,33.58,24.43,42.75,21.37,28.7,21.981,51.29
380,21.981,24.42,56.79,21.98,31.14,50.08,34.2,32.98,51.29,43.36,28.7,33.589,69.01,33.58,24.43,43.36,21.99,28.7,21.981,51.29,21.981,24.42,56.79,21.98,31.14,50.08,34.2,32.98,51.29,43.36,28.7,33.589,69.01,33.58,24.43,43.36,21.99,28.7,21.981,51.29
381,21.371,24.42,56.18,22.59,31.14,49.47,35.42,32.98,51.29,43.36,28.09,33.589,69.01,33.58,24.43,43.36,21.99,28.7,21.371,51.29,21.371,24.42,56.18,22.59,31.14,49.47,35.42,32.98,51.29,43.36,28.09,33.589,69.01,33.58,24.43,43.36,21.99,28.7,21.371,51.29
382,21.371,24.42,56.18,21.98,31.76,50.08,36.03,34.2,51.29,43.36,28.09,33.589,68.4,33.58,24.43,43.97,22.6,29.31,21.371,51.29,21.371,24.42,56.18,21.98,31.76,50.08,36.03,34.2,51.29,43.36,28.09,33.589,68.4,33.58,24.43,43.97,22.6,29.31,21.371,51.29
383,20.761,24.42,56.79,22.59,31.76,49.47,36.03,34.2,51.29,43.36,28.09,33.589,68.4,33.58,25.04,44.58,23.21,28.7,20.761,51.29,20.761,24.42,56.79,22.59,31.76,49.47,36.03,34.2,51.29,43.36,28.09,33.589,68.4,33.58,25.04,44.58,23.21,28.7,20.761,51.29
384,20.761,24.42,56.79,22.59,32.37,49.47,36.638,34.2,51.9,43.97,28.09,34.199,67.78,34.19,25.04,44.58,22.6,28.7,20.761,51.9,20.761,24.42,56.79,22.59,32.37,49.47,36.638,34.2,51.9,43.97,28.09,34.199,67.78,34.19,25.04,44.58,22.6,28.7,20.761,51.9
385,20.761,23.81,56.79,21.98,32.37,49.47,37.249,34.2,51.29,43.36,28.09,34.199,67.17,34.19,25.04,44.58,22.6,28.09,20.761,51.29,20.761,23.81,56.79,21.98,32.37,49.47,37.249,34.2,51.29,43.36,28.09,34.199,67.17,34.19,25.04,44.58,22.6,28.09,20.761,51.29
386,21.371,23.81,56.79,21.98,32.37,48.24,38.47,34.81,51.9,43.97,27.48,33.589,66.56,33.58,25.04,45.19,23.21,28.7,21.371,51.9,21.371,23.81,56.79,21.98,32.37,48.24,38.47,34.81,51.9,43.97,27.48,33.589,66.56,33.58,25.04,45.19,23.21,28.7,21.371,51.9
387,20.761,23.81,56.79,21.98,32.37,48.85,37.859,35.42,51.9,43.36,27.48,33.589,65.95,33.58,25.04,44.58,22.6,28.09,20.761,51.9,20.761,23.81,56.79,21.98,32.37,48.85,37.859,35.42,51.9,43.36,27.48,33.589,65.95,33.58,25.04,44.58,22.6,28.09,20.761,51.9
388,20.761,23.81,56.18,21.98,32.98,48.85,39.081,35.42,51.9,43.36,28.09,33.589,65.95,33.58,25.04,44.58,22.6,29.31,20.761,51.9,20.761,23.81,56.18,21.98,32.98,48.85,39.081,35.42,51.9,43.36,28.09,33.589,65.95,33.58,25.04,44.58,22.6,29.31,20.761,51.9
389,20.761,23.2,56.79,21.98,32.98,48.85,39.081,35.42,51.29,43.97,28.09,33.589,65.95,34.19,25.65,45.19,22.6,28.7,20.761,51.29,20.761,23.2,56.79,21.98,32.98,48.85,39.081,35.42,51.29,43.97,28.09,33.589,65.95,34.19,25.65,45.19,22.6,28.7,20.761,51.29
390,20.761,22.59,56.79,21.98,32.98,48.24,39.691,36.03,51.29,43.97,27.48,33.589,65.95,32.97,25.04,45.19,23.21,28.7,20.761,51.29,20.761,22.59,56.79,21.98,32.98,48.24,39.691,36.03,51.29,43.97,27.48,33.589,65.95,32.97,25.04,45.19,23.21,28.7,20.761,51.29
391,20.151,23.2,56.18,21.98,33.59,48.85,40.302,37.25,51.29,43.97,27.48,33.589,66.56,32.97,24.43,45.8,23.82,28.7,20.151,51.29,20.151,23.2,56.18,21.98,33.59,48.85,40.302,37.25,51.29,43.97,27.48,33.589,66.56,32.97,24.43,45.8,23.82,28.7,20.151,51.29
392,20.151,22.59,56.18,21.37,32.98,48.85,40.91,36.64,51.9,43.97,27.48,34.199,66.56,32.97,25.65,45.8,23.82,28.09,20.151,51.9,20.151,22.59,56.18,21.37,32.98,48.85,40.91,36.64,51.9,43.97,27.48,34.199,66.56,32.97,25.65,45.8,23.82,28.09,20.151,51.9
393,20.151,22.59,56.18,21.37,33.59,48.24,40.91,36.64,51.9,43.97,26.87,34.199,65.95,32.97,25.04,45.8,23.82,28.7,20.151,51.9,20.151,22.59,56.18,21.37,33.59,48.24,40.91,36.64,51.9,43.97,26.87,34.199,65.95,32.97,25.04,45.8,23.82,28.7,20.151,51.9
394,20.151,23.2,56.79,21.98,32.98,48.24,41.52,36.64,51.29,43.36,27.48,34.199,64.73,32.97,25.65,46.41,23.82,28.7,20.151,51.29,20.151,23.2,56.79,21.98,32.98,48.24,41.52,36.64,51.29,43.36,27.48,34.199,64.73,32.97,25.65,46.41,23.82,28.7,20.151,51.29
395,20.151,22.59,56.79,21.37,33.59,48.24,42.13,37.25,51.9,43.97,26.87,34.199,63.51,31.75,25.04,46.41,23.82,28.09,20.151,51.9,20.151,22.59,56.79,21.37,33.59,48.24,42.13,37.25,51.9,43.97,26.87,34.199,63.51,31.75,25.04,46.41,23.82,28.09,20.151,51.9
396,19.541,22.59,56.18,21.37,33.59,48.24,42.13,37.86,51.29,43.36,26.87,34.81,63.51,31.75,25.04,46.41,23.82,27.47,19.541,51.29,19.541,22.59,56.18,21.37,33.59,48.24,42.13,37.86,51.29,43.36,26.87,34.81,63.51,31.75,25.04,46.41,23.82,27.47,19.541,51.29
397,18.931,22.59,56.18,21.98,34.2,47.63,43.36,37.86,51.29,43.97,26.87,34.81,62.9,31.75,25.04,46.41,23.82,27.47,18.931,51.29,18.931,22.59,56.18,21.98,34.2,47.63,43.36,37.86,51.29,43.97,26.87,34.81,62.9,31.75,25.04,46.41,23.82,27.47,18.931,51.29
398,18.931,21.98,56.18,21.98,33.59,48.24,42.74,37.25,51.29,43.36,26.26,34.81,62.9,31.75,25.04,47.02,23.82,28.09,18.931,51.29,18.931,21.98,56.18,21.98,33.59,48.24,42.74,37.25,51.29,43.36,26.26,34.81,62.9,31.75,25.04,47.02,23.82,28.09,18.931,51.29
399,18.931,22.59,56.79,21.98,33.59,47.63,43.97,37.86,51.29,43.97,26.26,34.199,62.9,31.75,25.04,47.02,24.43,27.47,18.931,51.29,18.931,22.59,56.79,21.98,33.59,47.63,43.97,37.86,51.29,43.97,26.26,34.199,62.9,31.75,25.04,47.02,24.43,27.47,18.931,51.29
400,18.931,21.98,56.18,21.98,33.59,47.63,43.97,37.86,51.29,43.97,26.26,34.199,62.29,31.75,25.04,47.64,24.43,26.86,18.931,51.29,18.931,21.98,56.18,21.98,33.59,47.63,43.97,37.86,51.29,43.97,26.26,34.199,62.29,31.75,25.04,47.64,24.43,26.86,18.931,51.29
401,18.321,21.37,55.57,21.98,33.59,47.63,44.58,37.86,51.29,43.97,25.65,34.199,62.29,31.14,25.04,47.02,24.43,26.86,18.321,51.29,18.321,21.37,55.57,21.98,33.59,47.63,44.58,37.86,51.29,43.97,25.65,34.199,62.29,31.14,25.04,47.02,24.43,26.86,18.321,51.29
402,18.321,21.98,55.57,21.98,33.59,47.63,43.97,37.86,51.29,43.97,25.65,34.199,61.68,31.14,25.04,48.25,25.04,27.47,18.321,51.29,18.321,21.98,55.57,21.98,33.59,47.63,43.97,37.86,51.29,43.97,25.65,34.199,61.68,31.14,25.04,48.25,25.04,27.47,18.321,51.29
403,18.321,21.37,56.18,21.98,32.98,47.02,44.58,37.86,50.68,43.97,25.65,33.589,61.68,30.53,25.04,47.64,24.43,26.86,18.321,50.68,18.321,21.37,56.18,21.98,32.98,47.02,44.58,37.86,50.68,43.97,25.65,33.589,61.68,30.53,25.04,47.64,24.43,26.86,18.321,50.68
